ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
455114,VELVET Stumpenkerze rust.hellgr. 7x12cm ,    2.69,    2.59,    3.79,     6,       101,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,            101,1,      hell-grau,             12,              455100,101,
455115,VELVET Stumpenkerze rust.hellgr. 7x15cm ,    2.99,    2.89,    4.19,     6,        54,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             54,1,      hell-grau,             15,              455100,54,
455116,VELVET Stumpenkerze rust.hellgr.10x15cm ,    5.99,    5.79,    8.39,     6,        30,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             30,1,      hell-grau,             15,              455100,30,
455121,VELVET Stumpenkerze rust.perlgr. 7x15cm ,    2.99,    2.89,    4.19,     6,        24,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             24,1,      perl-grau,             15,              455100,24,
455122,VELVET Stumpenkerze rust.perlgr.10x15cm ,    5.99,    5.79,    8.39,     6,        10,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             10,1,      perl-grau,             15,              455100,10,
455123,VELVET Stumpenkerze rust.perlgr.10x20cm ,    7.99,    7.79,   11.19,     6,        17,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             17,1,      perl-grau,             20,              455100,17,
455124,VELVET Stumpenkerze rustic cognac 7x8cm ,    1.79,    1.69,    2.49,    12,        84,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             84,1,         cognac,              8,              455100,84,
455125,VELVET Stumpenkerze rust. cognac 7x10cm ,    2.09,    1.99,    2.99,    12,       107,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,            107,1,         cognac,             10,              455100,107,
455126,VELVET Stumpenkerze rust. cognac 7x12cm ,    2.69,    2.59,    3.79,     6,        70,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             70,1,         cognac,             12,              455100,70,
455127,VELVET Stumpenkerze rust. cognac 7x15cm ,    2.99,    2.89,    4.19,     6,        89,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             89,1,         cognac,             15,              455100,89,
455128,VELVET Stumpenkerze rust.cognac 10x15cm ,    5.99,    5.79,    8.39,     6,       106,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,            106,1,         cognac,             15,              455100,106,
455129,VELVET Stumpenkerze rust.cognac 10x20cm ,    7.99,    7.79,   11.19,     6,        36,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             36,1,         cognac,             20,              455100,36,
455130,VELVET Stumpenkerze rust. sel.rot 7x8cm ,    1.79,    1.69,    2.49,    12,        72,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             72,1,      selen-rot,              8,              455100,72,
455132,VELVET Stumpenkerze rust.sel.rot 7x12cm ,    2.69,    2.59,    3.79,     6,        77,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             77,1,      selen-rot,             12,              455100,77,
455133,VELVET Stumpenkerze rust.sel.rot 7x15cm ,    2.99,    2.89,    4.19,     6,        40,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             40,1,      selen-rot,             15,              455100,40,
455134,VELVET Stumpenkerze rust.selrot 10x15cm ,    5.99,    5.79,    8.39,     6,        17,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             17,1,      selen-rot,             15,              455100,17,
455135,VELVET Stumpenkerze rust.selrot 10x20cm ,    7.99,    7.79,   11.19,     6,        17,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             17,1,      selen-rot,             20,              455100,17,
455139,VELVET Stumpenkerze rust.burgund 7x15cm ,    2.99,    2.89,    4.19,     6,        18,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             18,1,        burgund,             15,              455100,18,
455141,VELVET Stumpenkerze rust. burg. 10x20cm ,    7.99,    7.79,   11.19,     6,        11,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             11,1,        burgund,             20,              455100,11,
455144, VELVET Stumpenkerze rustic ros� 7x12cm ,    2.69,    2.59,    3.79,     6,        17,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             17,1,           ros�,             12,              455100,17,
455146,VELVET Stumpenkerze rustic ros� 10x15cm ,    5.99,    5.79,    8.39,     6,        53,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             53,1,           ros�,             15,              455100,53,
455147,VELVET Stumpenkerze rustic ros� 10x20cm ,    7.99,    7.79,   11.19,     6,        17,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             17,1,           ros�,             20,              455100,17,
455151,VELVET Stumpenkerze rust.m.-gr�n 7x15cm ,    2.99,    2.89,    4.19,     6,        12,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             12,1,      moos-gr�n,             15,              455100,12,
455152,VELVET Stumpenkerze rust.m-gr�n 10x15cm ,    5.99,    5.79,    8.39,     6,        47,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             47,1,      moos-gr�n,             15,              455100,47,
455153,VELVET Stumpenkerze rust.m-gr�n 10x20cm ,    7.99,    7.79,   11.19,     6,        11,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             11,1,      moos-gr�n,             20,              455100,11,
455154,VELVET Stumpenkerze rustic petrol 7x8cm ,    1.59,       0,    2.29,    12,        36,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             36,1,         petrol,              8,              455100,36,
455155,VELVET Stumpenkerze rust. petrol 7x10cm ,    1.89,    1.99,    2.69,    12,       119,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,            119,1,         petrol,             10,              455100,119,
455156,VELVET Stumpenkerze rust. petrol 7x12cm ,    2.29,    2.59,    3.19,     6,        59,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             59,1,         petrol,             12,              455100,59,
455157,VELVET Stumpenkerze rust. petrol 7x15cm ,    2.79,    2.89,    3.89,     6,        42,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             42,1,         petrol,             15,              455100,42,
455158,VELVET Stumpenkerze rust.petrol 10x15cm ,    4.99,    5.79,    6.99,     6,        89,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             89,1,         petrol,             15,              455100,89,
455159,VELVET Stumpenkerze rust.petrol 10x20cm ,    6.79,    7.79,    9.59,     6,        23,          ,     ,          ,     ,          ,     ,                        KERZEN,                 STUMPENKERZEN,             23,1,         petrol,             20,              455100,23,
468113,            GbyC Mini Windlicht gelb 8cm,    1.29,       0,    1.59,     6,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             11, ,undefiniert,              8,                    ,11,
468164,          Mini Windlicht Lux gelb 8.5 cm,    1.59,       0,    1.99,     6,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             36, ,undefiniert,undefiniert,                    ,36,
488220,       20480 Glask�bel Conner clear 10cm,    0.99,       0,    1.29,     6,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            144, ,undefiniert,undefiniert,                    ,144,
500800,Pflanz-Kopf Girl m.Halskette cement 37cm,   18.99,       0,   26.59,     2,        20,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,             20,1,         cement,      D22.5xH37,              500800,22,
500801,          Pflanz-B�ste Bunny cement 43cm,   19.99,       0,   27.99,     2,         2,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,              2,1,         cement,        D26xH43,              500800,2,
500802,            Pflanz-Kopf Girl cement 38cm,   15.99,       0,   22.39,     2,        18,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,             18,1,         cement,        D24xH38,              500800,18,
500805,          Pflanz-B�ste Kitty cement 34cm,   18.99,       0,   26.59,     2,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,             12,1,         cement,        D24xH34,              500800,14,
500809,            Pflanz-Kopf Girl cement 37cm,   17.99,       0,   24.99,     2,        30,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,             30,1,         cement,        D23xH37,              500800,30,
500810,            Pflanz-Kopf Girl cement 37cm,   15.99,       0,   22.39,     2,        28,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,             28,1,         cement,        D21xH37,              500800,28,
505509,                     Deko Stecker Herz  ,    0.59,       0,    0.79,     2,       776,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            776,1,       sortiert,undefiniert,              505513,776,
505510,                  Deko Stecker Ente 6 cm,    0.29,       0,    0.39,     2,      1414,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,           1414, ,undefiniert,              6,                    ,1414,
505513,                 Deko Stecker Tiere 6 cm,    0.29,       0,    0.79,     4,      6400,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,           6400,1,       sortiert,              6,              505513,6400,
506544,                      Hennen-Sticker 2/S,     0.2,       0,       0,     4,       308,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            308, ,undefiniert,              9,                    ,308,
506550,                   Deko-Stecker mit Bast,    0.19,       0,    0.29,    36,      4284,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,           4284, ,undefiniert,              4,                    ,4284,
522521,                Polystyler - Pflegelasur,    8.99,       0,   11.59,     1,       119,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            119, ,undefiniert,undefiniert,                    ,119,
522544,      Lounge Divider low white pink 70cm,     209,       0,     270,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,             70,                    ,1,
522546,        Lounge Sideboard white pink 80cm,     199,       0,     259,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,             80,                    ,1,
522547,    Lounge Divider high black white 90cm,     159,       0,     206,     1,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              7, ,undefiniert,             90,                    ,7,
522548,     Lounge Divider high white pink 90cm,     159,       0,     206,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,             90,                    ,1,
522553,                K�bel Belissa chrom 18cm,    7.49,       0,   10.49,     8,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              8,1,          chrom,        D18xH14,              522552,8,
522554,                K�bel Belissa chrom 20cm,    8.99,       0,   12.59,     8,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              6,1,          chrom,        D20xH16,              522552,6,
522559,      Boot-Jardiniere Belissa chrom 20cm,    5.99,       0,    8.49,    12,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             60,1,          chrom,        D20xH12,              522552,60,
522569,            Vase Padua black silver 30cm,   14.99,       0,   20.99,     4,        64,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             64,1,   black silver,        H30xD18,              522565,64,
522570,            Vase Padua black silver 40cm,   18.99,       0,   26.59,     4,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             16,1,   black silver,        H40xD18,              522565,16,
522572,          Schale Padua black silver 25cm,    9.79,       0,   13.79,     4,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             36,1,   black silver,        D25xH10,              522565,36,
522573,          Schale Padua black silver 30cm,   12.99,       0,   18.59,     4,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             48,1,   black silver,        D30xH10,              522565,48,
522582,           K�bel Toulon dark platin 16cm,    4.99,       0,    6.99,    12,       288,05.07.2021,480  ,11.10.2021,240  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -432,1,    dark platin,        D16xH13,              522582,0,
522583,           K�bel Toulon dark platin 18cm,    7.39,       0,   10.39,     8,       232,05.07.2021,320  ,11.10.2021,160  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -248,1,    dark platin,        D18xH14,              522582,0,
522584,           K�bel Toulon dark platin 20cm,    8.99,       0,   12.59,     8,        96,05.07.2021,160  ,11.10.2021,160  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -224,1,    dark platin,        D20xH16,              522582,0,
522585,           K�bel Toulon dark platin 24cm,   12.79,       0,   17.99,     4,        64,05.07.2021,120  ,11.10.2021,60   ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -116,1,    dark platin,        D24xH18,              522582,0,
522586,            Vase Toulon dark platin 30cm,   14.99,       0,   20.99,     4,        40,05.07.2021,120  ,11.10.2021,40   ,          ,     ,UNKATEGORISIERT,                         VASEN,           -120,1,    dark platin,        H30xD18,              522582,0,
522587,            Vase Toulon dark platin 40cm,   18.79,       0,   26.39,     4,        44,05.07.2021,100  ,11.10.2021,60   ,          ,     ,UNKATEGORISIERT,                         VASEN,           -116,1,    dark platin,        H40xD18,              522582,0,
522588,          Schale Toulon dark platin 20cm,    7.39,       0,   10.39,     8,       232,05.07.2021,320  ,11.10.2021,120  ,          ,     ,UNKATEGORISIERT,                       SCHALEN,           -208,1,    dark platin,        D20xH10,              522582,0,
522590,          Schale Toulon dark platin 30cm,   15.99,       0,   22.39,     4,        52,05.07.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,            -68,1,    dark platin,        D30xH13,              522582,0,
522591,      Bootschale Toulon dark platin 20cm,    5.99,       0,    8.39,    12,        96,05.07.2021,300  ,11.10.2021,144  ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -348,1,    dark platin,        D20xH12,              522582,0,
522592,      Bootschale Toulon dark platin 27cm,    7.99,       0,   11.19,     8,        88,05.07.2021,160  ,11.10.2021,160  ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -232,1,    dark platin,        D27xH17,              522582,0,
522593,      Bootschale Toulon dark platin 35cm,   17.49,       0,   24.49,     4,        24,05.07.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,            -96,1,    dark platin,         D34x25,              522582,0,
522600,             K�bel Bohemian seagrass S/3,      89,       0,     125,     1,        48,26.04.2021,60   ,10.05.2021,40   ,          ,     ,                       KERAMIK,                         K�BEL,            -52,1,       seagrass,undefiniert,              522600,0,
522601,              Vase Bohemian seagrass S/4,     139,       0,     194,     1,        61,26.04.2021,60   ,10.05.2021,24   ,          ,     ,                       KERAMIK,                         VASEN,            -23,1,       seagrass,undefiniert,              522600,0,
522602,            XL-K�bel Bohemian bamboo S/2,     199,       0,     279,     1,        38,26.04.2021,50   ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,            -12,1,         bamboo,undefiniert,              522600,0,
522603,         K�bel Bohemian bamboo eckig S/5,     559,       0,     784,     1,         8,10.05.2021,8    ,          ,     ,          ,     ,                       KERAMIK,                         K�BEL,              0,1,         bamboo,undefiniert,              522600,0,
522604,    Jardiniere Bohemian bamboo eckig S/3,   178.5,       0,     249,     1,        12,10.05.2021,12   ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,              0,1,         bamboo,undefiniert,              522600,0,
522605,                  K�bel Toulon gold 16cm,    4.99,       0,    6.99,    12,       336,05.07.2021,480  ,11.10.2021,120  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -264,1,           gold,        D16xH13,              522582,0,
522606,                  K�bel Toulon gold 18cm,    7.39,       0,   10.39,     8,       224,05.07.2021,320  ,11.10.2021,80   ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -176,1,          gold ,        D18xH14,              522582,0,
522607,                  K�bel Toulon gold 20cm,    8.69,       0,   12.19,     8,        88,05.07.2021,160  ,11.10.2021,80   ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -152,1,          gold ,        D20xH16,              522582,0,
522608,                 K�bel Toulon gold  24cm,   12.79,       0,   17.99,     4,        88,05.07.2021,120  ,11.10.2021,40   ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -72,1,          gold ,        D24xH18,              522582,0,
522609,                   Vase Toulon gold 30cm,   14.99,       0,   20.99,     4,        88,05.07.2021,120  ,11.10.2021,40   ,          ,     ,UNKATEGORISIERT,                         VASEN,            -72,1,          gold ,        H30xD18,              522582,0,
522610,                   Vase Toulon gold 40cm,   18.79,       0,   26.39,     4,        76,05.07.2021,100  ,11.10.2021,40   ,          ,     ,UNKATEGORISIERT,                         VASEN,            -64,1,          gold ,        H40xD18,              522582,0,
522611,                 Schale Toulon gold 20cm,    7.39,       0,   10.39,     8,       200,05.07.2021,320  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,           -120,1,          gold ,        D20xH10,              522582,0,
522612,                 Schale Toulon gold 25cm,    9.99,       0,   13.99,     8,        64,05.07.2021,160  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,            -96,1,          gold ,        D25xH11,              522582,0,
522613,                 Schale Toulon gold 30cm,   15.99,       0,   22.39,     4,        88,05.07.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,            -32,1,         gold  ,        D30xH13,              522582,0,
522614,             Bootschale Toulon gold 20cm,    5.99,       0,    8.39,    12,       120,05.07.2021,300  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -180,1,           gold,        D20xH12,              522582,0,
522615,             Bootschale Toulon gold 27cm,    7.99,       0,   11.19,     8,        48,05.07.2021,160  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -112,1,          gold ,        D27xH17,              522582,0,
522616,             Bootschale Toulon gold 35cm,   17.49,       0,   24.49,     4,        72,05.07.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,            -48,1,          gold ,         D34x25,              522582,0,
522617,                K�bel Toulon chrome 16cm,    4.99,       0,    6.99,    12,       300,05.07.2021,480  ,11.10.2021,156  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -336,1,         chrome,        D16xH13,              522582,0,
522618,                K�bel Toulon chrome 18cm,    7.39,       0,   10.39,     8,       192,05.07.2021,320  ,11.10.2021,96   ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -224,1,         chrome,        D18xH14,              522582,0,
522619,                K�bel Toulon chrome 20cm,    8.69,       0,   12.19,     8,       112,05.07.2021,160  ,11.10.2021,160  ,          ,     ,UNKATEGORISIERT,                         K�BEL,           -208,1,         chrome,        D20xH16,              522582,0,
522620,                K�bel Toulon chrome 24cm,   12.79,       0,   17.99,     4,       120,05.07.2021,120  ,11.10.2021,76   ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -76,1,         chrome,        D24xH18,              522582,0,
522621,                 Vase Toulon chrome 30cm,   14.99,       0,   20.99,     4,       104,05.07.2021,120  ,11.10.2021,80   ,          ,     ,UNKATEGORISIERT,                         VASEN,            -96,1,         chrome,        H30xD18,              522582,0,
522622,                 Vase Toulon chrome 40cm,   18.79,       0,   26.39,     4,       108,05.07.2021,100  ,11.10.2021,100  ,          ,     ,UNKATEGORISIERT,                         VASEN,            -92,1,         chrome,        H40xD18,              522582,0,
522623,               Schale Toulon chrome 20cm,    7.39,       0,   10.39,     8,       168,05.07.2021,320  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,           -152,1,         chrome,        D20xH10,              522582,0,
522624,               Schale Toulon chrome 25cm,    9.99,       0,   13.99,     8,        40,05.07.2021,160  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,           -120,1,         chrome,        D25xH11,              522582,0,
522625,               Schale Toulon chrome 30cm,   15.99,       0,   22.39,     4,        80,05.07.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,            -40,1,         chrome,        D30xH13,              522582,0,
522626,           Bootschale Toulon chrome 20cm,    5.99,       0,    8.39,    12,       196,05.07.2021,300  ,11.10.2021,160  ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -264,1,         chrome,        D20xH12,              522582,0,
522627,           Bootschale Toulon chrome 27cm,    7.99,       0,   11.19,     8,        56,05.07.2021,160  ,11.10.2021,80   ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,           -184,1,         chrome,        D27xH17,              522582,0,
522628,           Bootschale Toulon chrome 35cm,   17.49,       0,   24.49,     4,        92,05.07.2021,120  ,11.10.2021,40   ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,            -68,1,         chrome,         D34x25,              522582,0,
522936,                  S�ule Lolly pink 150cm,     269,       0,       0,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              4, ,undefiniert,            150,                    ,4,
526511,Zweigb�ndel m. Kristallen + Beeren 115cm,    1.99,       0,    5.99,     1,        61,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             61, ,undefiniert,undefiniert,                    ,61,
534505,                        Becken Gardenia ,     659,       0,     899,     1,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              2, ,undefiniert,undefiniert,                    ,2,
540111,             K�bel Yucca wei�-antik 13cm,    3.69,       0,    5.19,     8,       408,13.09.2021,480  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -72,1,     wei�-antik,      D13xH13.5,              540111,0,
540112,           K�bel Yucca wei�-antik 15.5cm,    5.99,       0,    8.39,     6,       312,13.09.2021,360  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -48,1,     wei�-antik,      D15.5xH16,              540111,0,
540113,           K�bel Yucca wei�-antik 20.5cm,   11.99,       0,   16.79,     2,       102,13.09.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -18,1,     wei�-antik,      D20.5xH21,              540111,0,
540114,              Vase Yucca wei�-antik 32cm,    9.99,       0,   13.99,     4,       100,13.09.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            -20,1,     wei�-antik,            H32,              540111,0,
540115,            Vase Yucca wei�-antik 40.5cm,   17.99,       0,   24.99,     2,        42,13.09.2021,60   ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            -18,1,     wei�-antik,          H40.5,              540111,0,
540116,          K�bel Gola braun-bronze 10.5cm,    2.69,       0,    3.79,    16,       400,13.09.2021,480  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -80,1,  braun-bronze ,      10.5x10.5,              540116,0,
540117,            K�bel Gola braun-bronze 13cm,    3.99,       0,    5.59,     8,       592,13.09.2021,640  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -48,1,   braun-bronze,        D13xH13,              540116,0,
540118,            K�bel Gola braun-bronze 15cm,    5.99,       0,    8.39,     8,       512,13.09.2021,560  ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            -48,1,   braun-bronze,      15.5x15.5,              540116,0,
540119,            K�bel Gola braun-bronze 18cm,    8.99,       0,   12.59,     4,       224,13.09.2021,240  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -16,1,   braun-bronze,      18.5x18.5,              540116,0,
540120,            K�bel Gola wei�-antik 10.5cm,    2.69,       0,    3.79,    16,       400,13.09.2021,480  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -80,1,     wei�-antik,      10.5x10.5,              540116,0,
540121,              K�bel Gola wei�-antik 13cm,    3.99,       0,    5.59,     8,       568,13.09.2021,640  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -72,1,     wei�-antik,        D13xH13,              540116,0,
540122,              K�bel Gola wei�-antik 15cm,    5.99,       0,    8.39,     8,       520,13.09.2021,560  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -40,1,     wei�-antik,      15.5x15.5,              540116,0,
540123,              K�bel Gola wei�-antik 18cm,    8.99,       0,   12.59,     4,       204,13.09.2021,240  ,          ,     ,          ,     ,UNKATEGORISIERT,                         K�BEL,            -36,1,     wei�-antik,      18.5x18.5,              540116,0,
540124,        Deko-Objekt Gola wei�-antik 28cm,    7.99,       0,   11.19,     6,       156,13.09.2021,180  ,          ,     ,          ,     ,UNKATEGORISIERT,                  DEKO-OBJEKTE,            -24,1,     wei�-antik,            H28,              540116,0,
540125,      Deko-Objekt Gola wei�-antik 33.5cm,    9.99,       0,   13.99,     6,       156,13.09.2021,180  ,          ,     ,          ,     ,UNKATEGORISIERT,                  DEKO-OBJEKTE,            -24,1,     wei�-antik,          H33.5,              540116,0,
542001,Opium-K�bel StyleStone schwarz matt 39cm,      43,       0,      59,     1,        26,16.08.2021,30   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,             -4,1,       schwarz ,        D39xH35,              542001,0,
542002,Opium-K�bel StyleStone schwarz matt 51cm,      69,       0,      99,     1,        14,16.08.2021,16   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,             -2,1,undefiniert,        D51xH40,              542001,0,
542003, Opium-Vase StyleStone schwarz matt 73cm,      89,       0,     125,     1,        20,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                         VASEN,              0,1,       schwarz ,            H73,              542001,0,
542004, Opium-Vase StyleStone schwarz matt 94cm,     114,       0,     159,     1,        11,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -4,1,       schwarz ,            H94,              542001,0,
542005,Opium-Vase StyleStone schwarz matt 117cm,     139,       0,     195,     1,        16,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -4,1,       schwarz ,           H117,              542001,0,
542006, Opium-Schale StyleStone schw. matt 34cm,      39,       0,      55,     1,        12,16.08.2021,12   ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,              0,1,       schwarz ,        D34xH17,              542001,0,
542007, Opium-Schale StyleStone schw. matt 49cm,      59,       0,      79,     1,        14,16.08.2021,14   ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,              0,1,       schwarz ,        D49xH24,              542001,0,
542008,     Opium-K�bel StyleStone messing 39cm,      56,       0,      79,     1,        26,16.08.2021,30   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,             -4,1,        messing,        D39xH35,              542001,0,
542009,     Opium-K�bel StyleStone messing 51cm,      87,       0,     119,     1,        16,16.08.2021,16   ,          ,     ,          ,     ,                        HW2021,                         K�BEL,              0,1,        messing,        D51xH40,              542001,0,
542010,      Opium-Vase StyleStone messing 73cm,     115,       0,     159,     1,        14,16.08.2021,20   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -6,1,        messing,            H73,              542001,0,
542011,      Opium-Vase StyleStone messing 94cm,     144,       0,     199,     1,        10,16.08.2021,15   ,          ,     ,          ,     ,                        HW2021,                         VASEN,             -5,1,        messing,            H94,              542001,0,
542012,     Opium-Vase StyleStone messing 117cm,     169,       0,     237,     1,        10,16.08.2021,10   ,          ,     ,          ,     ,                        HW2021,                         VASEN,              0,1,        messing,           H117,              542001,0,
542013,    Opium-Schale StyleStone messing 34cm,      49,       0,      69,     1,        11,16.08.2021,11   ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,              0,1,        messing,        D34xH17,              542001,0,
